ID,score_AR,score_ER,score_GR,score_PHBEACH
7nfb_A,591.0,1087.0,616.0,662.0
7nfb_B,591.0,1095.0,616.0,668.0
7nfw_A,468.0,460.0,471.0,614.0
7niz_A,468.0,460.0,471.0,614.0
7nke_A,525.0,538.0,507.0,581.0
7nke_C,525.0,538.0,507.0,581.0
7np5_A,510.0,521.0,511.0,633.0
7np6_A,510.0,521.0,511.0,633.0
7npc_A,505.0,514.0,510.0,625.0
7obp_A,417.0,401.0,424.0,530.0
7obp_B,416.0,401.0,423.0,530.0
7obp_C,416.0,401.0,423.0,530.0
7obp_D,416.0,401.0,423.0,530.0
7obp_E,416.0,401.0,423.0,530.0
7obp_F,410.0,398.0,412.0,526.0
7ofi_A,528.0,529.0,517.0,639.0
7ofk_A,528.0,529.0,517.0,639.0
7opw_A,468.0,457.0,471.0,612.0
7oq7_A,468.0,457.0,471.0,612.0
7oq8_C,468.0,457.0,471.0,606.0
7oxz_A,539.0,538.0,541.0,634.0
7oy4_A,539.0,538.0,541.0,634.0
7pdq_A,519.0,532.0,501.0,574.0
7pdt_A,521.0,527.0,498.0,575.0
7pdt_B,518.0,522.0,498.0,569.0
7prv_A,851.0,620.0,1310.0,749.0
7prv_B,853.0,620.0,1310.0,743.0
7prw_A,853.0,620.0,1315.0,770.0
7prw_B,853.0,620.0,1315.0,750.0
7prx_A,830.0,584.0,1289.0,664.0
7pwt_A,463.0,457.0,469.0,611.0
7pwz_A,462.0,457.0,467.0,610.0
7qdt_A,485.0,492.0,503.0,636.0
7qp4_A,489.0,509.0,503.0,616.0
7qp4_B,472.0,500.0,495.0,588.0
7qpi_A,536.0,517.0,514.0,634.0
7qvj_A,558.0,1149.0,593.0,646.0
7qvj_B,565.0,1168.0,597.0,642.0
7qvl_A,547.0,1107.0,578.0,636.0
7qvl_B,554.0,1129.0,582.0,619.0
7r62_A,567.0,1165.0,595.0,636.0
7rio_A,559.0,531.0,561.0,706.0
7riu_A,562.0,534.0,561.0,686.0
7riv_A,556.0,528.0,562.0,701.0
7rke_A,548.0,1108.0,566.0,614.0
7rke_B,551.0,1155.0,591.0,630.0
7rnm_A,542.0,1102.0,566.0,613.0
7rnm_B,551.0,1155.0,591.0,630.0
7rrx_A,554.0,1178.0,594.0,632.0
7rrx_B,544.0,1106.0,567.0,611.0
7rrx_C,555.0,1176.0,601.0,628.0
7rrx_D,541.0,1070.0,565.0,615.0
7rry_A,547.0,1147.0,584.0,634.0
7rry_B,529.0,1098.0,563.0,620.0
7rry_C,544.0,1130.0,583.0,627.0
7rry_D,521.0,1054.0,547.0,602.0
7rrz_A,550.0,1172.0,591.0,631.0
7rrz_B,547.0,1148.0,588.0,624.0
7rrz_C,550.0,1151.0,582.0,630.0
7rrz_D,534.0,1094.0,568.0,608.0
7rs0_A,557.0,1212.0,602.0,635.0
7rs0_B,529.0,1097.0,567.0,617.0
7rs0_C,550.0,1178.0,591.0,635.0
7rs0_D,525.0,1051.0,545.0,598.0
7rs1_A,549.0,1155.0,589.0,626.0
7rs1_B,540.0,1100.0,558.0,606.0
7rs1_C,549.0,1163.0,589.0,629.0
7rs1_D,540.0,1136.0,572.0,617.0
7rs2_A,548.0,1174.0,592.0,637.0
7rs2_B,541.0,1133.0,579.0,615.0
7rs2_C,556.0,1182.0,596.0,638.0
7rs2_D,544.0,1147.0,580.0,623.0
7rs3_A,532.0,1112.0,571.0,606.0
7rs3_B,523.0,1062.0,548.0,604.0
7rs3_C,512.0,999.0,527.0,586.0
7rs3_D,552.0,1177.0,598.0,627.0
7rs4_A,555.0,1192.0,598.0,635.0
7rs4_B,565.0,1212.0,610.0,648.0
7rs4_C,557.0,1212.0,602.0,635.0
7rs4_D,562.0,1180.0,608.0,642.0
7rs7_A,563.0,1182.0,595.0,650.0
7rs7_B,551.0,1146.0,585.0,621.0
7rs7_C,563.0,1187.0,598.0,650.0
7rs7_D,556.0,1198.0,595.0,635.0
7rs8_A,554.0,1151.0,583.0,629.0
7rs8_B,548.0,1137.0,583.0,622.0
7rs8_C,554.0,1152.0,585.0,620.0
7rs8_D,543.0,1103.0,576.0,603.0
7rs9_A,557.0,1203.0,601.0,635.0
7rs9_B,540.0,1123.0,569.0,617.0
7rs9_C,551.0,1183.0,594.0,635.0
7rs9_D,537.0,1117.0,568.0,615.0
7sfo_A,548.0,1108.0,566.0,614.0
7sfo_B,551.0,1155.0,591.0,630.0
7sqa_A,536.0,523.0,529.0,670.0
7sqa_B,536.0,523.0,529.0,672.0
7t2x_A,533.0,1056.0,548.0,600.0
7t2x_B,552.0,1141.0,580.0,627.0
7te7_A,565.0,1156.0,599.0,635.0
7trb_A,523.0,515.0,524.0,628.0
7trb_B,518.0,506.0,520.0,617.0
7tt8_A,540.0,549.0,558.0,636.0
7uj7_D,536.0,1103.0,569.0,625.0
7uj7_B,546.0,1119.0,583.0,625.0
7uj7_A,536.0,1074.0,559.0,615.0
7uj7_C,534.0,1063.0,564.0,607.0
7uj8_B,532.0,1061.0,550.0,606.0
7uj8_A,523.0,1073.0,567.0,601.0
7ujc_A,542.0,1124.0,578.0,634.0
7ujc_B,530.0,1084.0,562.0,603.0
7ujf_B,565.0,1164.0,606.0,638.0
7ujf_A,561.0,1160.0,596.0,629.0
7ujf_C,572.0,1175.0,600.0,644.0
7ujf_D,561.0,1170.0,596.0,628.0
7ujm_B,565.0,1169.0,606.0,640.0
7ujm_A,560.0,1170.0,598.0,632.0
7ujm_C,569.0,1190.0,606.0,647.0
7ujm_D,564.0,1189.0,598.0,634.0
7ujo_B,560.0,1174.0,592.0,633.0
7ujo_D,572.0,1199.0,604.0,643.0
7ujo_C,564.0,1171.0,590.0,627.0
7ujo_A,557.0,1162.0,589.0,628.0
7ujw_B,520.0,1061.0,551.0,603.0
7ujw_D,535.0,1086.0,568.0,608.0
7ujw_C,520.0,1048.0,559.0,596.0
7ujw_A,519.0,1055.0,553.0,602.0
7ujy_B,555.0,1139.0,598.0,638.0
7ujy_A,548.0,1142.0,584.0,632.0
7ujy_C,554.0,1149.0,597.0,640.0
7ujy_D,548.0,1143.0,584.0,631.0
7uw2_A,523.0,537.0,501.0,579.0
7uw4_A,523.0,537.0,501.0,579.0
7vue_A,518.0,515.0,525.0,627.0
7w0g_A,537.0,539.0,525.0,682.0
7w0g_B,537.0,539.0,525.0,682.0
7w3p_A,518.0,525.0,514.0,633.0
7w3q_A,518.0,525.0,514.0,632.0
7wgo_A,561.0,552.0,548.0,698.0
7wgp_A,560.0,549.0,546.0,692.0
7wgq_A,561.0,552.0,548.0,698.0
7wlx_A,485.0,510.0,489.0,613.0
7wmg_A,478.0,500.0,478.0,608.0
7wmh_A,485.0,506.0,489.0,619.0
7wmj_A,485.0,510.0,488.0,613.0
7wml_A,481.0,502.0,484.0,618.0
7wmn_A,485.0,510.0,489.0,615.0
7wmo_A,481.0,508.0,485.0,611.0
7wnh_A,590.0,549.0,548.0,755.0
7wnh_B,597.0,558.0,564.0,757.0
7wnh_C,604.0,560.0,563.0,758.0
7wnh_D,602.0,570.0,566.0,752.0
7wnv_A,544.0,1131.0,573.0,611.0
7wnv_B,530.0,1091.0,570.0,606.0
7wnv_C,538.0,1107.0,562.0,611.0
7wnv_D,546.0,1145.0,583.0,616.0
7wqq_A,502.0,491.0,499.0,626.0
7xqe_A,449.0,474.0,456.0,566.0
7xqe_B,460.0,481.0,472.0,580.0
7xva_A,534.0,507.0,522.0,628.0
7xvy_A,540.0,798.0,560.0,602.0
7xvy_B,548.0,815.0,563.0,602.0
7xvz_A,540.0,798.0,560.0,602.0
7xvz_B,555.0,815.0,569.0,609.0
7xwp_A,540.0,798.0,560.0,602.0
7xwp_B,555.0,815.0,569.0,609.0
7xwq_A,540.0,798.0,560.0,602.0
7xwq_B,555.0,815.0,569.0,609.0
7xwr_A,540.0,798.0,560.0,602.0
7xwr_B,555.0,815.0,569.0,609.0
7y8f_A,551.0,1159.0,595.0,644.0
7y8f_B,528.0,1096.0,572.0,625.0
7y8g_A,555.0,1169.0,600.0,644.0
7y8g_B,556.0,1172.0,598.0,646.0
7yfk_A,580.0,546.0,596.0,721.0
7yfk_B,580.0,549.0,597.0,721.0
7ymk_A,554.0,1150.0,591.0,644.0
7ymk_B,537.0,1095.0,566.0,626.0
7yo9_A,363.0,340.0,341.0,474.0
7yxc_A,830.0,586.0,1076.0,679.0
7yxd_A,823.0,579.0,1056.0,678.0
7yxd_D,829.0,580.0,1057.0,677.0
7yxd_H,829.0,580.0,1057.0,677.0
7yxd_L,829.0,580.0,1057.0,677.0
7yxn_A,831.0,580.0,1059.0,683.0
7yxn_C,831.0,580.0,1064.0,684.0
7yxo_A,816.0,572.0,1043.0,674.0
7yxo_C,817.0,577.0,1048.0,674.0
7yxo_E,785.0,568.0,1009.0,659.0
7yxp_A,819.0,577.0,1057.0,678.0
7yxr_A,835.0,578.0,1064.0,678.0
7yxr_C,835.0,578.0,1069.0,679.0
7zfg_A,539.0,538.0,541.0,634.0
7zfx_A,539.0,539.0,541.0,634.0
7ztv_A,1263.0,555.0,817.0,645.0
7ztx_A,1263.0,552.0,812.0,644.0
7ztz_A,1262.0,554.0,829.0,642.0
7zu1_A,1275.0,557.0,834.0,651.0
7zu2_A,1262.0,557.0,814.0,645.0
8a9g_A,470.0,466.0,473.0,598.0
8a9g_B,470.0,466.0,473.0,598.0
8afn_A,474.0,469.0,474.0,622.0
8ai0_A,474.0,469.0,474.0,622.0
8alr_A,474.0,469.0,474.0,622.0
8alt_A,474.0,469.0,474.0,622.0
8alv_A,474.0,469.0,474.0,622.0
8alw_A,474.0,469.0,474.0,622.0
8am7_A,474.0,469.0,474.0,622.0
8anf_A,474.0,469.0,474.0,622.0
8aoy_A,474.0,469.0,474.0,622.0
8aps_A,474.0,469.0,474.0,622.0
8aq1_A,474.0,469.0,474.0,622.0
8aqc_A,474.0,469.0,474.0,622.0
8aqe_A,474.0,469.0,474.0,622.0
8aqm_A,555.0,536.0,542.0,666.0
8aqm_B,543.0,531.0,529.0,679.0
8aqn_A,561.0,552.0,548.0,698.0
8aqn_B,539.0,530.0,527.0,669.0
8aqz_A,474.0,469.0,474.0,622.0
8ar4_A,474.0,469.0,474.0,622.0
8ar5_A,474.0,469.0,474.0,622.0
8ar6_A,427.0,406.0,428.0,547.0
8ar6_B,427.0,410.0,431.0,547.0
8ar9_A,407.0,403.0,416.0,521.0
8arg_A,474.0,469.0,474.0,622.0
8aro_A,474.0,469.0,474.0,622.0
8arq_A,474.0,469.0,474.0,622.0
8arr_A,470.0,462.0,473.0,616.0
8arw_A,474.0,469.0,474.0,622.0
8arx_A,474.0,469.0,474.0,622.0
8ary_A,474.0,469.0,474.0,622.0
8arz_A,474.0,469.0,474.0,622.0
8as1_A,474.0,469.0,474.0,622.0
8as9_C,534.0,520.0,553.0,686.0
8at9_A,474.0,469.0,474.0,622.0
8atp_A,474.0,469.0,474.0,622.0
8au2_A,474.0,469.0,474.0,622.0
8aus_A,474.0,469.0,474.0,622.0
8auy_A,474.0,469.0,474.0,622.0
8av3_A,474.0,469.0,474.0,622.0
8av4_A,474.0,469.0,474.0,622.0
8av7_A,474.0,469.0,474.0,622.0
8av8_A,468.0,457.0,471.0,612.0
8awg_A,474.0,469.0,474.0,622.0
8axe_A,474.0,469.0,474.0,622.0
8axu_A,474.0,469.0,474.0,622.0
8aze_A,474.0,469.0,474.0,622.0
8b39_A,474.0,469.0,474.0,622.0
8b4q_A,477.0,469.0,474.0,623.0
8b8w_A,545.0,535.0,534.0,681.0
8b8w_B,532.0,513.0,520.0,661.0
8b8x_A,552.0,540.0,538.0,686.0
8b8x_B,536.0,526.0,524.0,668.0
8b8y_A,536.0,530.0,530.0,681.0
8b8y_B,532.0,511.0,520.0,657.0
8b8z_A,540.0,538.0,534.0,688.0
8b8z_B,532.0,515.0,520.0,665.0
8b90_A,536.0,531.0,532.0,684.0
8b90_B,514.0,509.0,512.0,644.0
8b91_A,537.0,533.0,538.0,686.0
8b91_B,532.0,515.0,516.0,657.0
8b92_A,536.0,522.0,526.0,670.0
8b92_B,532.0,511.0,520.0,651.0
8b93_A,532.0,515.0,523.0,662.0
8b93_B,527.0,517.0,515.0,650.0
8b94_A,540.0,535.0,531.0,686.0
8b94_B,532.0,513.0,516.0,655.0
8b95_A,541.0,535.0,534.0,686.0
8b95_B,532.0,511.0,520.0,651.0
8bf1_A,543.0,536.0,532.0,687.0
8bff_A,536.0,534.0,528.0,667.0
8bff_B,536.0,534.0,528.0,667.0
8bff_C,536.0,534.0,528.0,667.0
8bjg_A,477.0,469.0,474.0,623.0
8bjn_A,477.0,463.0,474.0,619.0
8bm5_A,477.0,469.0,474.0,623.0
8bwj_A,474.0,469.0,474.0,622.0
8bwx_A,474.0,469.0,474.0,622.0
8bwz_A,474.0,469.0,474.0,622.0
8bx0_A,474.0,469.0,474.0,622.0
8bx3_A,474.0,469.0,474.0,622.0
8bx4_A,474.0,469.0,474.0,622.0
8bxi_A,474.0,469.0,474.0,622.0
8bxm_A,474.0,469.0,474.0,622.0
8bxn_A,474.0,469.0,474.0,622.0
8bxo_A,474.0,469.0,474.0,622.0
8bxq_A,474.0,469.0,474.0,622.0
8bxs_A,474.0,469.0,474.0,622.0
8by9_A,474.0,469.0,474.0,622.0
8byb_A,474.0,469.0,474.0,622.0
8byc_A,474.0,469.0,474.0,622.0
8byd_A,474.0,469.0,474.0,622.0
8bye_A,474.0,469.0,474.0,622.0
8byf_A,474.0,469.0,474.0,622.0
8byy_A,474.0,469.0,474.0,622.0
8byz_A,474.0,469.0,474.0,622.0
8bz0_A,474.0,469.0,474.0,622.0
8bz9_A,474.0,469.0,474.0,622.0
8bza_A,474.0,469.0,474.0,622.0
8bzb_A,471.0,471.0,471.0,618.0
8bzc_A,477.0,472.0,473.0,620.0
8bzd_A,474.0,469.0,474.0,622.0
8bze_A,474.0,469.0,474.0,622.0
8bzf_A,474.0,469.0,474.0,622.0
8bzg_A,474.0,469.0,474.0,622.0
8bzh_A,474.0,469.0,474.0,622.0
8bzt_A,474.0,469.0,474.0,622.0
8bzw_A,477.0,472.0,473.0,620.0
8c04_A,477.0,472.0,473.0,620.0
8c0c_A,551.0,537.0,542.0,670.0
8c0c_B,505.0,508.0,497.0,626.0
8c0k_A,474.0,469.0,474.0,622.0
8c0l_A,474.0,469.0,474.0,622.0
8c1l_A,502.0,478.0,494.0,566.0
8c1l_B,515.0,481.0,499.0,579.0
8c42_A,474.0,469.0,474.0,622.0
8c4f_A,474.0,469.0,474.0,622.0
8c4g_A,474.0,469.0,474.0,622.0
8c5l_A,720.0,707.0,724.0,1010.0
8c5l_B,721.0,709.0,729.0,1019.0
8cct_A,565.0,535.0,567.0,699.0
8cf9_A,566.0,535.0,567.0,701.0
8ch8_A,567.0,539.0,573.0,706.0
8ck5_A,539.0,538.0,541.0,634.0
8ckc_A,539.0,538.0,541.0,634.0
8cyo_B,551.0,542.0,536.0,639.0
8cyo_A,549.0,534.0,528.0,638.0
8d8i_A,489.0,481.0,490.0,569.0
8daf_A,525.0,554.0,535.0,601.0
8daf_B,526.0,565.0,540.0,615.0
8dkn_A,548.0,538.0,539.0,688.0
8dkv_A,548.0,538.0,539.0,688.0
8dsy_A,534.0,529.0,524.0,680.0
8dsy_B,541.0,539.0,525.0,685.0
8dsz_A,534.0,540.0,525.0,680.0
8dsz_B,537.0,542.0,525.0,682.0
8du6_A,556.0,1141.0,582.0,634.0
8du6_B,538.0,1117.0,572.0,616.0
8du8_A,565.0,1163.0,595.0,640.0
8du8_B,541.0,1081.0,569.0,622.0
8du9_A,558.0,1104.0,578.0,610.0
8du9_B,533.0,1082.0,561.0,613.0
8dub_A,556.0,1133.0,581.0,634.0
8dub_B,539.0,1096.0,561.0,610.0
8duc_A,546.0,1097.0,584.0,626.0
8dud_A,553.0,1137.0,586.0,635.0
8dug_A,551.0,1141.0,583.0,627.0
8dug_B,539.0,1072.0,556.0,602.0
8duh_A,558.0,1158.0,588.0,629.0
8duh_B,545.0,1092.0,569.0,614.0
8dui_A,548.0,1138.0,575.0,625.0
8dui_B,526.0,1044.0,553.0,601.0
8duk_A,572.0,1173.0,600.0,643.0
8duk_B,555.0,1115.0,583.0,626.0
8duk_C,572.0,1173.0,600.0,643.0
8duk_D,555.0,1110.0,583.0,626.0
8dus_A,567.0,1167.0,598.0,643.0
8dus_B,549.0,1092.0,579.0,623.0
8dus_E,564.0,1158.0,593.0,640.0
8dus_F,549.0,1093.0,579.0,623.0
8dus_G,564.0,1162.0,595.0,641.0
8dus_H,546.0,1106.0,577.0,631.0
8dv5_A,560.0,1146.0,586.0,635.0
8dv5_B,551.0,1130.0,580.0,623.0
8dv7_A,561.0,1154.0,588.0,641.0
8dv7_B,553.0,1110.0,585.0,624.0
8dv8_A,532.0,1043.0,556.0,609.0
8dv8_B,539.0,1099.0,565.0,616.0
8dvb_A,566.0,1186.0,605.0,645.0
8dvb_B,549.0,1136.0,580.0,617.0
8e1a_A,1302.0,563.0,835.0,657.0
8e3n_A,565.0,538.0,567.0,710.0
8eqz_A,580.0,555.0,596.0,732.0
8eqz_B,580.0,550.0,593.0,728.0
8ev1_A,560.0,1177.0,599.0,635.0
8ev1_B,558.0,1154.0,586.0,635.0
8ev2_A,557.0,1161.0,597.0,638.0
8ev2_B,551.0,1168.0,596.0,630.0
8f5y_A,566.0,546.0,567.0,716.0
8f5y_B,532.0,494.0,533.0,645.0
8f8m_A,544.0,556.0,562.0,646.0
8fav_A,526.0,527.0,521.0,643.0
8fav_B,526.0,527.0,521.0,643.0
8fb1_A,526.0,527.0,521.0,643.0
8fb1_B,526.0,527.0,521.0,643.0
8fb2_A,526.0,527.0,526.0,648.0
8fb2_B,525.0,526.0,526.0,648.0
8fgy_A,1243.0,552.0,812.0,650.0
8fgz_A,1260.0,554.0,817.0,661.0
8fh0_A,1247.0,554.0,814.0,646.0
8fh1_A,1253.0,560.0,809.0,646.0
8fh2_A,1276.0,552.0,828.0,661.0
8fhe_B,556.0,539.0,545.0,684.0
8fhg_B,557.0,544.0,545.0,685.0
8fkc_A,556.0,537.0,545.0,677.0
8fkd_A,556.0,540.0,546.0,693.0
8fke_A,556.0,540.0,546.0,693.0
8fkf_A,556.0,539.0,545.0,687.0
8fkg_A,556.0,539.0,545.0,690.0
8fpe_A,565.0,538.0,567.0,710.0
8gl7_A,1074.0,571.0,864.0,673.0
8gxp_A,540.0,537.0,536.0,658.0
8hd3_A,546.0,537.0,555.0,656.0
8hd3_B,546.0,537.0,551.0,653.0
8hf8_A,532.0,538.0,522.0,672.0
8hf8_B,527.0,532.0,514.0,680.0
8huk_A,552.0,552.0,516.0,656.0
8huk_C,558.0,549.0,521.0,659.0
8hum_A,561.0,552.0,548.0,698.0
8hup_A,561.0,552.0,548.0,698.0
8huq_A,555.0,543.0,512.0,657.0
8p9w_A,539.0,538.0,541.0,634.0
8p9x_A,539.0,539.0,541.0,634.0
8pbo_A,551.0,539.0,542.0,693.0
8pbo_B,544.0,542.0,531.0,680.0
8pp0_A,532.0,538.0,513.0,588.0
8pwd_A,539.0,538.0,541.0,634.0
8pwe_A,539.0,538.0,541.0,634.0
8pwf_A,539.0,538.0,541.0,634.0
8pwm_A,539.0,538.0,541.0,634.0
8pz6_A,539.0,538.0,541.0,634.0
8pz7_A,539.0,538.0,541.0,634.0
8pz8_A,539.0,538.0,541.0,634.0
8pz9_A,539.0,538.0,541.0,634.0
8pzb_A,539.0,538.0,541.0,634.0
8svn_A,580.0,553.0,594.0,720.0
8svn_B,581.0,551.0,594.0,725.0
8svo_A,580.0,556.0,594.0,729.0
8svo_B,575.0,545.0,588.0,708.0
8svp_A,567.0,538.0,583.0,710.0
8svp_B,568.0,528.0,577.0,687.0
8svq_A,573.0,542.0,587.0,718.0
8svq_B,575.0,543.0,586.0,719.0
8svr_A,574.0,544.0,590.0,723.0
8svr_B,571.0,539.0,583.0,709.0
8svs_A,570.0,542.0,585.0,716.0
8svs_B,572.0,545.0,588.0,713.0
8svt_A,577.0,554.0,594.0,731.0
8svt_B,580.0,549.0,594.0,719.0
8svu_A,581.0,548.0,596.0,724.0
8svu_B,576.0,545.0,591.0,709.0
8svx_A,580.0,549.0,596.0,724.0
8svx_B,581.0,548.0,592.0,725.0
8szv_A,565.0,538.0,567.0,710.0
8t33_A,353.0,324.0,324.0,446.0
8u57_A,531.0,529.0,511.0,661.0
8w03_A,557.0,1212.0,602.0,633.0
8w03_B,546.0,1156.0,594.0,630.0
8w03_C,557.0,1212.0,602.0,633.0
8w03_D,546.0,1124.0,588.0,619.0
8wuy_A,545.0,538.0,537.0,625.0
8wuy_B,545.0,522.0,530.0,622.0
8x7e_A,487.0,499.0,492.0,618.0
8x7e_C,488.0,499.0,492.0,618.0
8x7e_E,487.0,499.0,492.0,618.0
8x7e_G,488.0,499.0,492.0,618.0
8xs8_A,556.0,561.0,553.0,706.0
8xs8_B,593.0,556.0,593.0,731.0
8xsb_A,558.0,563.0,554.0,706.0
8xsb_B,590.0,558.0,593.0,735.0
8xu5_A,496.0,509.0,503.0,622.0
8xu5_B,474.0,500.0,496.0,596.0
9beq_A,559.0,524.0,562.0,696.0
9bqe_A,542.0,1120.0,578.0,633.0
9bqe_B,528.0,1031.0,543.0,590.0
9cwn_A,543.0,543.0,532.0,684.0
