ID,stage,error,details
8C04_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8C0K_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8C0L_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8C42_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (38.559322033898304, 37.75933609958506), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8C4F_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8C4G_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8C5L_A,monomer,No coverage,"No reference meets coverage (80%)[(29.856115107913666, 66.4), (30.755395683453234, 70.95435684647303), (28.9568345323741, 63.13725490196078), (19.60431654676259, 26.32850241545894)]"
8C5L_B,monomer,No coverage,"No reference meets coverage (80%)[(28.366247755834827, 63.2), (29.622980251346497, 68.46473029045643), (27.827648114901255, 60.78431372549019), (19.03052064631957, 25.60386473429952)]"
8CCT_A,monomer,No coverage,"No reference meets coverage (80%)[(74.53183520599251, 79.60000000000001), (71.16104868913857, 78.83817427385893), (72.65917602996255, 76.07843137254902), (44.19475655430712, 28.502415458937197)]"
8CF9_A,monomer,No coverage,"No reference meets coverage (80%)[(74.44444444444444, 80.4), (70.37037037037037, 78.83817427385893), (72.22222222222221, 76.47058823529412), (42.592592592592595, 27.77777777777778)]"
8CH8_A,monomer,No coverage,"No reference meets coverage (80%)[(72.36363636363636, 79.60000000000001), (69.45454545454545, 79.25311203319502), (70.9090909090909, 76.47058823529412), (42.18181818181818, 28.019323671497588)]"
8DKN_A,monomer,No coverage,"No reference meets coverage (80%)[(66.79245283018868, 70.8), (67.16981132075472, 73.85892116182573), (67.54716981132076, 70.19607843137254), (38.86792452830189, 24.879227053140095)]"
8DKV_A,monomer,No coverage,"No reference meets coverage (80%)[(67.16981132075472, 71.2), (67.16981132075472, 73.85892116182573), (67.54716981132076, 70.19607843137254), (39.24528301886793, 25.120772946859905)]"
8DSY_B,monomer,No coverage,"No reference meets coverage (80%)[(76.42585551330798, 80.4), (73.38403041825094, 80.08298755186722), (76.80608365019012, 79.2156862745098), (41.825095057034225, 26.570048309178745)]"
8DSZ_A,monomer,No coverage,"No reference meets coverage (80%)[(78.76447876447877, 81.6), (75.2895752895753, 80.91286307053942), (78.37837837837837, 79.6078431372549), (41.312741312741316, 25.845410628019323)]"
8DSZ_B,monomer,No coverage,"No reference meets coverage (80%)[(75.47892720306514, 78.8), (72.79693486590038, 78.83817427385893), (75.09578544061303, 76.86274509803923), (40.229885057471265, 25.36231884057971)]"
8E3N_A,monomer,No coverage,"No reference meets coverage (80%)[(73.45454545454545, 80.80000000000001), (69.0909090909091, 78.83817427385893), (71.63636363636363, 77.25490196078432), (40.72727272727273, 27.053140096618357)]"
8EQZ_A,monomer,No coverage,"No reference meets coverage (80%)[(68.4931506849315, 80.0), (69.17808219178082, 83.81742738589212), (68.15068493150685, 78.03921568627452), (39.726027397260275, 28.019323671497588)]"
8EQZ_B,monomer,No coverage,"No reference meets coverage (80%)[(70.0, 81.2), (69.6551724137931, 83.81742738589212), (67.58620689655173, 76.86274509803923), (40.0, 28.019323671497588)]"
8F5Y_A,monomer,No coverage,"No reference meets coverage (80%)[(71.94244604316546, 80.0), (69.06474820143885, 79.66804979253112), (70.86330935251799, 77.25490196078432), (40.28776978417266, 27.053140096618357)]"
8FAV_A,monomer,No coverage,"No reference meets coverage (80%)[(78.62903225806451, 78.0), (79.83870967741935, 82.15767634854771), (78.62903225806451, 76.47058823529412), (41.935483870967744, 25.120772946859905)]"
8FAV_B,monomer,No coverage,"No reference meets coverage (80%)[(79.83870967741935, 79.2), (79.83870967741935, 82.15767634854771), (79.43548387096774, 77.25490196078432), (44.75806451612903, 26.811594202898554)]"
8FB1_B,monomer,No coverage,"No reference meets coverage (80%)[(79.83870967741935, 79.2), (79.83870967741935, 82.15767634854771), (79.83870967741935, 77.64705882352942), (42.74193548387097, 25.60386473429952)]"
8FB2_A,monomer,No coverage,"No reference meets coverage (80%)[(77.51004016064257, 77.2), (79.51807228915662, 82.15767634854771), (78.3132530120482, 76.47058823529412), (43.373493975903614, 26.08695652173913)]"
8FHE_B,monomer,No coverage,"No reference meets coverage (80%)[(67.17557251908397, 70.39999999999999), (67.17557251908397, 73.02904564315352), (67.17557251908397, 69.01960784313725), (38.93129770992366, 24.637681159420293)]"
8FHG_B,monomer,No coverage,"No reference meets coverage (80%)[(66.66666666666666, 71.2), (66.66666666666666, 73.85892116182573), (65.91760299625467, 69.01960784313725), (37.453183520599254, 24.154589371980677)]"
8FKC_A,monomer,No coverage,"No reference meets coverage (80%)[(67.6923076923077, 70.39999999999999), (66.92307692307692, 72.19917012448133), (67.6923076923077, 69.01960784313725), (38.84615384615385, 24.396135265700483)]"
8FKD_A,monomer,No coverage,"No reference meets coverage (80%)[(64.92537313432835, 69.6), (66.4179104477612, 73.85892116182573), (66.04477611940298, 69.41176470588235), (40.298507462686565, 26.08695652173913)]"
8FKE_A,monomer,No coverage,"No reference meets coverage (80%)[(66.7910447761194, 71.6), (65.29850746268657, 72.61410788381743), (66.4179104477612, 69.80392156862744), (38.059701492537314, 24.637681159420293)]"
8FKF_A,monomer,No coverage,"No reference meets coverage (80%)[(67.30038022813687, 70.8), (66.53992395437263, 72.61410788381743), (67.68060836501901, 69.80392156862744), (39.163498098859314, 24.879227053140095)]"
8FKG_A,monomer,No coverage,"No reference meets coverage (80%)[(67.8030303030303, 71.6), (67.8030303030303, 74.27385892116183), (68.56060606060606, 70.98039215686275), (29.166666666666668, 18.59903381642512)]"
8FPE_A,monomer,No coverage,"No reference meets coverage (80%)[(72.72727272727273, 80.0), (68.72727272727272, 78.42323651452283), (72.0, 77.64705882352942), (40.36363636363636, 26.811594202898554)]"
8HF8_A,monomer,No coverage,"No reference meets coverage (80%)[(79.00763358778626, 82.8), (75.57251908396947, 82.15767634854771), (77.86259541984732, 80.0), (39.69465648854962, 25.120772946859905)]"
8HUM_A,monomer,No coverage,"No reference meets coverage (80%)[(74.36823104693141, 82.39999999999999), (70.3971119133574, 80.91286307053942), (74.72924187725631, 81.17647058823529), (39.71119133574007, 26.570048309178745)]"
8HUP_A,monomer,No coverage,"No reference meets coverage (80%)[(74.27536231884058, 82.0), (69.20289855072464, 79.25311203319502), (73.55072463768117, 79.6078431372549), (44.20289855072464, 29.468599033816425)]"
8PBO_A,monomer,No coverage,"No reference meets coverage (80%)[(78.11320754716982, 82.8), (73.20754716981132, 80.49792531120332), (77.73584905660378, 80.7843137254902), (39.62264150943396, 25.36231884057971)]"
8PBO_B,monomer,No coverage,"No reference meets coverage (80%)[(77.56653992395437, 81.6), (73.00380228136882, 79.66804979253112), (74.52471482889734, 76.86274509803923), (39.92395437262358, 25.36231884057971)]"
8SVN_A,monomer,No coverage,"No reference meets coverage (80%)[(70.03484320557492, 80.4), (70.38327526132404, 83.81742738589212), (67.94425087108013, 76.47058823529412), (41.11498257839721, 28.502415458937197)]"
8SVN_B,monomer,No coverage,"No reference meets coverage (80%)[(69.55017301038062, 80.4), (69.55017301038062, 83.40248962655602), (67.82006920415225, 76.86274509803923), (39.10034602076124, 27.294685990338163)]"
8SVO_A,monomer,No coverage,"No reference meets coverage (80%)[(70.34482758620689, 81.6), (70.0, 84.23236514522821), (70.0, 79.6078431372549), (36.896551724137936, 25.845410628019323)]"
8SVO_B,monomer,No coverage,"No reference meets coverage (80%)[(71.58273381294964, 79.60000000000001), (72.3021582733813, 83.40248962655602), (70.86330935251799, 77.25490196078432), (41.007194244604314, 27.536231884057973)]"
8SVP_A,monomer,No coverage,"No reference meets coverage (80%)[(73.992673992674, 80.80000000000001), (73.992673992674, 83.81742738589212), (72.89377289377289, 78.03921568627452), (41.02564102564102, 27.053140096618357)]"
8SVP_B,monomer,No coverage,"No reference meets coverage (80%)[(74.25373134328358, 79.60000000000001), (74.6268656716418, 82.98755186721992), (73.13432835820896, 76.86274509803923), (39.55223880597015, 25.60386473429952)]"
8SVQ_A,monomer,No coverage,"No reference meets coverage (80%)[(72.5, 81.2), (72.14285714285714, 83.81742738589212), (70.71428571428572, 77.64705882352942), (40.0, 27.053140096618357)]"
8SVQ_B,monomer,No coverage,"No reference meets coverage (80%)[(71.73144876325088, 81.2), (70.6713780918728, 82.98755186721992), (69.25795053003534, 76.86274509803923), (40.98939929328622, 28.019323671497588)]"
8SVR_A,monomer,No coverage,"No reference meets coverage (80%)[(71.98581560283688, 81.2), (72.3404255319149, 84.64730290456431), (69.8581560283688, 77.25490196078432), (42.198581560283685, 28.743961352657006)]"
8SVR_B,monomer,No coverage,"No reference meets coverage (80%)[(72.66187050359713, 80.80000000000001), (72.3021582733813, 83.40248962655602), (71.22302158273382, 77.64705882352942), (40.647482014388494, 27.294685990338163)]"
8SVS_A,monomer,No coverage,"No reference meets coverage (80%)[(71.94244604316546, 80.0), (72.3021582733813, 83.40248962655602), (71.22302158273382, 77.64705882352942), (40.647482014388494, 27.294685990338163)]"
8SVS_B,monomer,No coverage,"No reference meets coverage (80%)[(71.07142857142857, 79.60000000000001), (71.78571428571429, 83.40248962655602), (70.0, 76.86274509803923), (38.21428571428571, 25.845410628019323)]"
8SVT_A,monomer,No coverage,"No reference meets coverage (80%)[(71.67832167832168, 82.0), (70.62937062937063, 83.81742738589212), (70.27972027972028, 78.82352941176471), (38.81118881118881, 26.811594202898554)]"
8SVT_B,monomer,No coverage,"No reference meets coverage (80%)[(70.52631578947368, 80.4), (71.2280701754386, 84.23236514522821), (69.12280701754386, 77.25490196078432), (39.64912280701755, 27.294685990338163)]"
8SVU_A,monomer,No coverage,"No reference meets coverage (80%)[(71.73144876325088, 81.2), (71.73144876325088, 84.23236514522821), (69.96466431095406, 77.64705882352942), (38.515901060070675, 26.32850241545894)]"
8SVU_B,monomer,No coverage,"No reference meets coverage (80%)[(72.40143369175627, 80.80000000000001), (72.75985663082437, 84.23236514522821), (70.25089605734766, 76.86274509803923), (40.50179211469534, 27.294685990338163)]"
8SVX_A,monomer,No coverage,"No reference meets coverage (80%)[(70.27972027972028, 80.4), (70.62937062937063, 83.81742738589212), (68.88111888111888, 77.25490196078432), (40.20979020979021, 27.77777777777778)]"
8SVX_B,monomer,No coverage,"No reference meets coverage (80%)[(70.13888888888889, 80.80000000000001), (70.13888888888889, 83.81742738589212), (68.05555555555556, 76.86274509803923), (39.93055555555556, 27.77777777777778)]"
8SZV_A,monomer,No coverage,"No reference meets coverage (80%)[(74.81751824817519, 82.0), (69.7080291970803, 79.25311203319502), (71.8978102189781, 77.25490196078432), (40.87591240875913, 27.053140096618357)]"
8T33_A,monomer,No coverage,"No reference meets coverage (80%)[(50.427350427350426, 23.599999999999998), (64.1025641025641, 31.12033195020747), (63.24786324786324, 29.01960784313726), (57.26495726495726, 16.183574879227052)]"
8XS8_A,monomer,No coverage,"No reference meets coverage (80%)[(21.453287197231834, 24.8), (20.069204152249135, 24.066390041493776), (20.761245674740483, 23.52941176470588), (25.259515570934255, 17.632850241545896)]"
8XS8_B,monomer,No coverage,"No reference meets coverage (80%)[(26.31578947368421, 34.0), (25.386996904024766, 34.024896265560166), (22.60061919504644, 28.627450980392155), (23.52941176470588, 18.357487922705314)]"
8XSB_A,monomer,No coverage,"No reference meets coverage (80%)[(21.379310344827587, 24.8), (20.344827586206897, 24.481327800829874), (21.72413793103448, 24.705882352941178), (30.344827586206897, 21.256038647342994)]"
8XSB_B,monomer,No coverage,"No reference meets coverage (80%)[(23.24159021406728, 30.4), (24.159021406727827, 32.780082987551864), (22.93577981651376, 29.411764705882355), (21.100917431192663, 16.666666666666664)]"
9BEQ_A,monomer,No coverage,"No reference meets coverage (80%)[(74.53183520599251, 79.60000000000001), (71.91011235955057, 79.66804979253112), (72.65917602996255, 76.07843137254902), (42.32209737827715, 27.294685990338163)]"
9CWN_A,monomer,No coverage,"No reference meets coverage (80%)[(76.40449438202246, 81.6), (73.03370786516854, 80.91286307053942), (76.77902621722846, 80.3921568627451), (39.325842696629216, 25.36231884057971)]"
1FM6_AD,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/1FM6_A_x_ER.pdb, D:"
1FM6_AX,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/1FM6_A_x_ER.pdb, X:"
1FM6_DU,dimer,Missing superposition,"At least one superposition is missing, D:, U:/localdata/iain/_local/projectB/superposed/super_raw/1FM6_U_x_ER.pdb"
1FM6_DX,dimer,Missing superposition,"At least one superposition is missing, D:, X:"
1FM6_UX,dimer,Missing superposition,"At least one superposition is missing, U:/localdata/iain/_local/projectB/superposed/super_raw/1FM6_U_x_ER.pdb, X:"
1FM9_AD,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/1FM9_A_x_ER.pdb, D:"
1K74_AD,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/1K74_A_x_ER.pdb, D:"
1K7L_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
1K7L_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
1K7L_AG,dimer,Missing superposition,"At least one superposition is missing, A:, G:"
1K7L_CE,dimer,Missing superposition,"At least one superposition is missing, C:, E:"
1K7L_CG,dimer,Missing superposition,"At least one superposition is missing, C:, G:"
1K7L_EG,dimer,Missing superposition,"At least one superposition is missing, E:, G:"
1KKQ_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
1KKQ_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
1KKQ_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
1KKQ_BC,dimer,Missing superposition,"At least one superposition is missing, B:, C:"
1KKQ_BD,dimer,Missing superposition,"At least one superposition is missing, B:, D:"
1KKQ_CD,dimer,Missing superposition,"At least one superposition is missing, C:, D:"
1MI5_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
1MI5_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
1MI5_DE,dimer,Missing superposition,"At least one superposition is missing, D:, E:"
1NRL_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
2NPA_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
2O9I_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
2PRG_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/2PRG_B_x_GR.pdb"
3CTB_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
3CWD_AB,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/3CWD_A_x_GR.pdb, B:"
3DXA_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
3DXA_AF,dimer,Missing superposition,"At least one superposition is missing, A:, F:"
3DXA_AJ,dimer,Missing superposition,"At least one superposition is missing, A:, J:"
3DXA_AK,dimer,Missing superposition,"At least one superposition is missing, A:, K:"
3DXA_AO,dimer,Missing superposition,"At least one superposition is missing, A:, O:"
3DXA_EF,dimer,Missing superposition,"At least one superposition is missing, E:, F:"
3DXA_EJ,dimer,Missing superposition,"At least one superposition is missing, E:, J:"
3DXA_EK,dimer,Missing superposition,"At least one superposition is missing, E:, K:"
3DXA_EO,dimer,Missing superposition,"At least one superposition is missing, E:, O:"
3DXA_FJ,dimer,Missing superposition,"At least one superposition is missing, F:, J:"
3DXA_FK,dimer,Missing superposition,"At least one superposition is missing, F:, K:"
3DXA_FO,dimer,Missing superposition,"At least one superposition is missing, F:, O:"
3DXA_JK,dimer,Missing superposition,"At least one superposition is missing, J:, K:"
3DXA_JO,dimer,Missing superposition,"At least one superposition is missing, J:, O:"
3DXA_KO,dimer,Missing superposition,"At least one superposition is missing, K:, O:"
3DZU_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
3DZY_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
3E00_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
3ET1_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
3F1P_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
3H0A_AD,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/3H0A_A_x_ER.pdb, D:"
3H82_BA,dimer,Missing superposition,"At least one superposition is missing, B:, A:"
3HVL_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
3R8A_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/3R8A_B_x_GR.pdb"
3T03_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/3T03_B_x_GR.pdb"
3TX7_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/3TX7_B_x_ER.pdb"
4A69_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4CI5_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4IQR_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4IQR_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
4IQR_AF,dimer,Missing superposition,"At least one superposition is missing, A:, F:"
4IQR_BE,dimer,Missing superposition,"At least one superposition is missing, B:, E:"
4IQR_BF,dimer,Missing superposition,"At least one superposition is missing, B:, F:"
4IQR_EF,dimer,Missing superposition,"At least one superposition is missing, E:, F:"
4J5W_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4J5W_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:/localdata/iain/_local/projectB/superposed/super_raw/4J5W_C_x_ER.pdb"
4J5W_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:/localdata/iain/_local/projectB/superposed/super_raw/4J5W_D_x_ER.pdb"
4J5W_BC,dimer,Missing superposition,"At least one superposition is missing, B:, C:/localdata/iain/_local/projectB/superposed/super_raw/4J5W_C_x_ER.pdb"
4J5W_BD,dimer,Missing superposition,"At least one superposition is missing, B:, D:/localdata/iain/_local/projectB/superposed/super_raw/4J5W_D_x_ER.pdb"
4J5X_DA,dimer,Missing superposition,"At least one superposition is missing, D:/localdata/iain/_local/projectB/superposed/super_raw/4J5X_D_x_ER.pdb, A:"
4J5X_DB,dimer,Missing superposition,"At least one superposition is missing, D:/localdata/iain/_local/projectB/superposed/super_raw/4J5X_D_x_ER.pdb, B:"
4J5X_CA,dimer,Missing superposition,"At least one superposition is missing, C:/localdata/iain/_local/projectB/superposed/super_raw/4J5X_C_x_ER.pdb, A:"
4J5X_CB,dimer,Missing superposition,"At least one superposition is missing, C:/localdata/iain/_local/projectB/superposed/super_raw/4J5X_C_x_ER.pdb, B:"
4J5X_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4LOG_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4NQA_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4NQA_AH,dimer,Missing superposition,"At least one superposition is missing, A:, H:"
4NQA_AI,dimer,Missing superposition,"At least one superposition is missing, A:, I:"
4NQA_BH,dimer,Missing superposition,"At least one superposition is missing, B:, H:"
4NQA_BI,dimer,Missing superposition,"At least one superposition is missing, B:, I:"
4NQA_HI,dimer,Missing superposition,"At least one superposition is missing, H:, I:"
4PRH_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
4PRH_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
4PRH_DE,dimer,Missing superposition,"At least one superposition is missing, D:, E:"
4PRI_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
4PRI_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
4PRI_DE,dimer,Missing superposition,"At least one superposition is missing, D:, E:"
4PRP_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
4PRP_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
4PRP_DE,dimer,Missing superposition,"At least one superposition is missing, D:, E:"
4S0S_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4S0T_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4XAJ_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
4XAJ_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
4XAJ_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
4XAJ_CB,dimer,Missing superposition,"At least one superposition is missing, C:, B:"
4XAJ_CD,dimer,Missing superposition,"At least one superposition is missing, C:, D:"
4XAJ_BD,dimer,Missing superposition,"At least one superposition is missing, B:, D:"
5A86_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
5AZT_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/5AZT_B_x_GR.pdb"
5JI0_AD,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/5JI0_A_x_ER.pdb, D:"
5KQ1_BE,dimer,Missing superposition,"At least one superposition is missing, B:, E:"
5KQ4_EB,dimer,Missing superposition,"At least one superposition is missing, E:, B:"
5N10_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
5UAN_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
5X0R_AB,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/5X0R_A_x_GR.pdb, B:"
5Y7Y_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6AN1_AB,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/6AN1_A_x_AR.pdb, B:"
6BNS_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6DUP_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6HTY_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6IJR_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
6JEY_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6JF0_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/6JF0_B_x_AR.pdb"
6K0T_AC,dimer,Missing superposition,"At least one superposition is missing, A:/localdata/iain/_local/projectB/superposed/super_raw/6K0T_A_x_AR.pdb, C:"
6NX1_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6P2B_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6PDZ_BA,dimer,Missing superposition,"At least one superposition is missing, B:, A:"
6S41_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6TFI_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6XP9_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6XYX_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6Y17_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6YMO_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6YO8_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
6YO8_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
6YO8_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
6YO8_BC,dimer,Missing superposition,"At least one superposition is missing, B:, C:"
6YO8_BD,dimer,Missing superposition,"At least one superposition is missing, B:, D:"
6YO8_CD,dimer,Missing superposition,"At least one superposition is missing, C:, D:"
6YOS_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7AHJ_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7BPY_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
7BPZ_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:/localdata/iain/_local/projectB/superposed/super_raw/7BPZ_C_x_GR.pdb"
7BQ0_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
7OBP_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7OBP_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
7OBP_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
7OBP_AE,dimer,Missing superposition,"At least one superposition is missing, A:, E:"
7OBP_AF,dimer,Missing superposition,"At least one superposition is missing, A:, F:"
7OBP_BC,dimer,Missing superposition,"At least one superposition is missing, B:, C:"
7OBP_BD,dimer,Missing superposition,"At least one superposition is missing, B:, D:"
7OBP_BE,dimer,Missing superposition,"At least one superposition is missing, B:, E:"
7OBP_BF,dimer,Missing superposition,"At least one superposition is missing, B:, F:"
7OBP_CD,dimer,Missing superposition,"At least one superposition is missing, C:, D:"
7OBP_CE,dimer,Missing superposition,"At least one superposition is missing, C:, E:"
7OBP_CF,dimer,Missing superposition,"At least one superposition is missing, C:, F:"
7OBP_DE,dimer,Missing superposition,"At least one superposition is missing, D:, E:"
7OBP_DF,dimer,Missing superposition,"At least one superposition is missing, D:, F:"
7OBP_EF,dimer,Missing superposition,"At least one superposition is missing, E:, F:"
7PRV_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7PRW_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7SQA_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7W0G_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7WNH_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
7WNH_AC,dimer,Missing superposition,"At least one superposition is missing, A:, C:"
7WNH_AD,dimer,Missing superposition,"At least one superposition is missing, A:, D:"
7WNH_BC,dimer,Missing superposition,"At least one superposition is missing, B:, C:"
7WNH_BD,dimer,Missing superposition,"At least one superposition is missing, B:, D:"
7WNH_CD,dimer,Missing superposition,"At least one superposition is missing, C:, D:"
7YFK_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8A9G_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8AQM_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8AQN_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8AR6_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B8W_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B8X_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B8Y_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B8Z_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B90_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:/localdata/iain/_local/projectB/superposed/super_raw/8B90_B_x_GR.pdb"
8B91_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B92_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B93_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B94_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8B95_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8BF2_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
8C5L_AB,dimer,Missing superposition,"At least one superposition is missing, A:, B:"
